envWait calcTimeFac blendTemp subject step Version trend waterLevel chosenValveSetting
8 1.0 0.5 1 47 "Non Linear decrease" 8.66197 3.95834 -8.72356 
8 1.0 0.5 1 48 "Non Linear decrease" 8.62138 3.99744 -8.58228 
8 1.0 0.5 1 49 "Non Linear decrease" 8.58002 4.03726 -8.54020 
8 1.0 0.5 1 50 "Non Linear decrease" 8.53785 3.97782 -8.59729 
8 1.0 0.5 1 51 "Non Linear decrease" 8.49485 4.01915 -8.45352 
8 1.0 0.5 1 52 "Non Linear decrease" 8.45098 3.96128 -8.50885 
8 1.0 0.5 1 53 "Non Linear decrease" 8.40621 4.00425 -8.36324 
8 1.0 0.5 1 54 "Non Linear decrease" 8.36049 4.04808 -8.31666 
8 1.0 0.5 1 55 "Non Linear decrease" 8.31379 3.99281 -8.36905 
8 1.0 0.5 1 56 "Non Linear decrease" 8.26606 4.03848 -8.22039 
8 1.0 0.5 1 57 "Non Linear decrease" 8.21726 3.98514 -8.27061 
8 1.0 0.5 1 58 "Non Linear decrease" 8.16734 4.03282 -8.11966 
8 1.0 0.5 1 59 "Non Linear decrease" 8.11625 3.98156 -8.16750 
8 1.0 0.5 1 60 "Non Linear decrease" 8.06392 4.03143 -8.01405 
8 1.0 0.5 1 61 "Non Linear decrease" 8.01030 3.98246 -8.05926 
8 1.0 0.5 1 62 "Non Linear decrease" 7.95532 4.03472 -7.90306 
8 1.0 0.5 1 63 "Non Linear decrease" 7.89892 3.98827 -7.94537 
8 1.0 0.5 1 64 "Non Linear decrease" 7.84101 4.04317 -7.78611 
8 1.0 0.5 1 65 "Non Linear decrease" 7.78151 3.99949 -7.82519 
8 1.0 0.5 1 66 "Non Linear decrease" 7.72034 3.95732 -7.76252 
8 1.0 0.5 1 67 "Non Linear decrease" 7.65739 4.01671 -7.59800 
8 1.0 0.5 1 68 "Non Linear decrease" 7.59257 3.97778 -7.63150 
8 1.0 0.5 1 69 "Non Linear decrease" 7.52575 4.04061 -7.46292 
8 1.0 0.5 1 70 "Non Linear decrease" 7.45681 4.00531 -7.49211 
8 1.0 0.5 1 71 "Non Linear decrease" 7.38561 3.23010 -8.16082 
8 1.0 0.5 1 72 "Non Linear decrease" 7.31199 4.04078 -6.50131 
8 1.0 0.5 1 73 "Non Linear decrease" 7.23579 4.01181 -7.26476 
8 1.0 0.5 1 74 "Non Linear decrease" 7.15682 6.85860 -4.31003 
8 1.0 0.5 1 75 "Non Linear decrease" 7.07487 3.96123 -9.97223 
8 1.0 0.5 1 76 "Non Linear decrease" 6.98970 4.03997 -6.91096 
8 1.0 0.5 1 77 "Non Linear decrease" 6.90106 4.02166 -6.91937 
8 1.0 0.5 1 78 "Non Linear decrease" 6.80864 1.27702 -9.55328 
8 1.0 0.5 1 79 "Non Linear decrease" 6.71211 3.99483 -3.99430 
8 1.0 0.5 1 80 "Non Linear decrease" 6.61110 3.98687 -6.61906 
8 1.0 0.5 1 81 "Non Linear decrease" 6.50515 3.98296 -6.50906 
8 1.0 0.5 1 82 "Non Linear decrease" 6.39377 3.98347 -6.39326 
8 1.0 0.5 1 83 "Non Linear decrease" 6.27636 3.98883 -6.27100 
8 1.0 0.5 1 84 "Non Linear decrease" 6.15224 6.45614 -3.68493 
8 1.0 0.5 1 85 "Non Linear decrease" 6.02060 4.01611 -8.46063 
8 1.0 0.5 1 86 "Non Linear decrease" 5.88046 4.03926 -5.85731 
8 1.0 0.5 1 87 "Non Linear decrease" 5.73064 3.96973 -5.80017 
8 1.0 0.5 1 88 "Non Linear decrease" 5.56972 4.00844 -5.53101 
8 1.0 0.5 1 89 "Non Linear decrease" 5.39591 2.32211 -7.08223 
8 1.0 0.5 1 90 "Non Linear decrease" 5.20696 4.01515 -3.51392 
8 1.0 0.5 1 91 "Non Linear decrease" 5.00000 3.98607 -5.02908 
8 1.0 0.5 1 92 "Non Linear decrease" 4.77121 3.97121 -4.78607 
8 1.0 0.5 1 93 "Non Linear decrease" 4.51545 3.97303 -4.51364 
8 1.0 0.5 1 94 "Non Linear decrease" 4.22549 3.99459 -4.20393 
8 1.0 0.5 1 95 "Non Linear decrease" 3.89076 1.55611 -6.32924 
8 1.0 0.5 1 96 "Non Linear decrease" 3.49485 3.91334 -1.13762 
8 1.0 0.5 1 97 "Non Linear decrease" 3.01030 1.11939 -5.80425 
8 1.0 0.5 1 98 "Non Linear decrease" 2.38561 3.86501 0.36001 
8 1.0 0.5 1 99 "Non Linear decrease" 1.50515 3.73394 -1.63622 
8 1.0 0.5 1 100 "Non Linear decrease" 0.00000 3.38970 -0.34424 
